Year,Set,Exam Code,Source File,Chapter,Question Number,Question Type,Question Text
2022,3,2,2-2-3_English Language and Literature.pdf,Reading Comprehension,3,General,3. uncertain
2022,3,2,2-2-3_English Language and Literature.pdf,Reading Comprehension,4,General,4. controversial
2022,3,2,2-2-3_English Language and Literature.pdf,Reading Comprehension,5,MCQ,"5. harmful Select the correct option : (A) 1 and 3 (B) 2 and 4 (C) only 3 (D) only 5 (vii) Which of the following statements about cinnamon and its health benefits is true ? 1 (A) Modern science has evidence to prove that cinnamon has many anti-diabetic properties, and it offers complete protection from cancer and cardiovascular disease. (B) Cinnamon lacks antimicrobial and antifungal properties, making it unsuitable for dental hygiene products. (C) Antioxidants found in cinnamon have no effect on free radicals in the body. (D) Cinnamon’s anti-inflammatory properties are being researched for its potential benefits in Alzheimer’s disease, irritable bowel syndrome and colon cancer. Paragraph (6) (viii) Which of the following statements best describes the author’s attitude toward cinnamon and its uses ? 1 (A) Finds cinnamon to be a prized condiment which can be used in almost all food items. (B) Believes that cinnamon should be used by everyone, everyday. (C) Recognizes that cinnamon has "
2022,3,2,2-2-3_English Language and Literature.pdf,Reading Comprehension,2,MCQ,"2. Read the following passage carefully : 10 (1) When planning vacations, Indians typically prioritize domestic destinations, as shown by Ministry of Tourism data indicating 1.7 billion domestic tourist visits within India compared to 21 million international departures in 2022. Uttar Pradesh, Rajasthan, Tamil Nadu, Andhra Pradesh, and Karnataka stand out as the top states for domestic tourism. Reasons for domestic tourism are many, some travel because it suits their budget while others love to explore the historical, cultural diversity. The government today is focussing on tourist-friendly infrastructure which is making travel more convenient for the domestic traveller. (2) In terms of outbound tourism, a significant proportion of Indian travellers, totalling 5.9 million, visited the United Arab Emirates in 2022, comprising 28 percent of total outbound tourist travel. Other Gulf states such as Saudi Arabia, Qatar, and Kuwait also rank among the top destinations, with 2.4 million, 880,"
2022,3,2,2-2-3_English Language and Literature.pdf,Writing and Grammar,3,MCQ,"3. Complete any ten of the following twelve tasks, as directed. 101=10 (i) Fill in the blank by using the correct form of the word in the brackets, for the given portion of a letter. 1 I believe that with your support and ________ (cooperate), we can find a mutually agreeable solution that meets the expectations of all stakeholders involved. (ii) Read the given sentence from an electric cooker’s instruction manual. Identify the error and supply the correction in the sentence. For avoid damaging the appliance, do not immerse the electric cooker in water or any other liquid. Use the given format for your response. 1 Error Correction (iii) Amit and Pallavi had a conversation about the inauguration of Pallavi’s event. Report Amit’s question. 1 Did you manage to get any sponsors for the inauguration event scheduled for the next month ? (iv) Read the dialogue between Bharti and her mother, Geeta, regarding Geeta’s birthday plans. 1 Bharti : Do you want to go to a hill station on your birthd"
2022,3,2,2-2-3_English Language and Literature.pdf,Writing and Grammar,4,Long Answer,"4. Attempt any one from (a) and (b) given below : 5 (a) As Kavita/Rohit Ranjan of Sooraj Apartments, Roshan Nagar, you feel that the increasing noise levels from construction activities, traffic and loud gatherings are disrupting the peace and tranquility of your neighbourhood. This is particularly problematic during late hours and is impacting the sleep and well-being of residents. Write a letter to the DM of your city area, in about 120 words, stating the problem and requesting him to take necessary action for controlling the problem of noise. Give suitable suggestions. OR (b) You are Suman/Sujit, an active member of your society’s “Save the Climate” club. You reside at 786, Hawa Colony, Saafbagh. You feel concerned about the pressing problem of climate change and the urgent need for immediate action. Write a letter to the editor of a national daily, in about 120 words, suggesting measures to advocate sustainable practices in the community. 2/2/3"
2022,3,2,2-2-3_English Language and Literature.pdf,Writing and Grammar,5,Long Answer,"5. Attempt any one from (a) and (b) given below : 5 (a) Natural food, typically refers to food that has not been processed or preserved in any significant way before it is consumed, while ultra-processed food refers to food items that have been altered from their natural state through various methods. Given below is a table that differentiates between natural and processed foods. Study the description given and write an analytical paragraph in about 120 words, drawing a comparison between the two : Natural Food Processed Food • High fibre • High sugar • Healthy nutrients • Unhealthy nutrients • Healthy fats • Unhealthy fats • Low sodium • High sodium • Regulates blood sugar, blood • Tasty, ready to eat pressure and provides healthy and addictive nutrients OR (b) Social Media has a lasting impact on our thought process and influences our thinking in both positive and negative ways. With the help of the given cues and using your own ideas, write an analytical paragraph on “The Impact of "
2022,3,2,2-2-3_English Language and Literature.pdf,Literature,6,MCQ,"6. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) He felt certain that his wings would never support him; so he bent his head and ran away back to the little hole under the ledge where he slept at night. Even when each of his brothers and his little sister, whose wings were far shorter than his own, ran to the brink, flapped their wings, and flew away, he failed to muster up courage to take that plunge which appeared to him so desperate. His father and mother had come around calling to him shrilly, upbraiding him, threatening to let him starve on his ledge unless he flew away. But for the life of him he could not move. (Two Stories about Flying – His First Flight) (i) State any one inference about the parents of the baby seagull from the given statement. 1 “His father and mother had come around calling to him shrilly, upbraiding him, threatening to let him starve on his ledge unless he flew away.” (ii) Where did the little seagull "
2022,3,2,2-2-3_English Language and Literature.pdf,Literature,7,MCQ,"7. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) Some say the world will end in fire Some say in ice. From what I’ve tasted of desire I hold with those who favour fire. (Fire and Ice) (i) The speaker offers evidence to support his preference for one theory over the other. Mention the evidence. 1 (ii) What is the prediction of the poet about how the world will come to an end ? Answer in about 40 words. 2 (iii) “Fire” and “Ice” are used in the poem as _______. 1 (A) similes (B) metaphors (C) repetition (D) oxymorons (iv) Comment on the overall mood of the extract. 1 OR 2/2/3 (b) The leaves strain toward the glass small twigs stiff with exertion long-cramped boughs shuffling under the roof like newly discharged patients half-dazed, moving to the clinic doors. (The Trees) (i) How does the comparison between the boughs and newly discharged patients contribute to the theme or message of the poem ? Answer in about 40 words. 2 (ii) Comple"
2022,3,2,2-2-3_English Language and Literature.pdf,Literature,8,General,8. Answer any four of the following five questions in 40 – 50 words each : 43=12 (i) What strategy did the mother adopt to teach the young seagull how to fly ? (Two Stories about Flying – His First Flight) (ii) Why does the tiger in the zoo ignore the visitors ? (A Tiger in the Zoo) (iii) Why is the baker very important to the village folk ? (Glimpses of India – A Baker from Goa) (iv) Why did the poet not console the grief-stricken boy when he lost the ball ? (The Ball Poem) (v) Saving money for the bus journey was not easy for Valli. Explain. (Madam Rides the Bus) 2/2/3
2022,3,2,2-2-3_English Language and Literature.pdf,Literature,9,General,9. Answer any two of the following three questions in 40 – 50 words each : 23=6 (i) How did Ausable get rid of Max ? (The Midnight Visitor) (ii) Why does Mme Loisel hastily depart from the ball when her husband places a modest wrap on her shoulders ? (The Necklace) (iii) “In time you will be more learned than anyone else in the village. Then no one will ever be able to laugh at you.’’ What effect did her teacher’s words have on Bholi ? Elaborate. (Bholi)
2022,3,2,2-2-3_English Language and Literature.pdf,Literature,10,Long Answer,10. Answer any one of the following two questions in 100 – 120 words : 6 (a) Analyse and evaluate the role of faith in ‘A Letter to God’ and ‘The Sermon at Benares’. OR (b) Explore the contrasting images of the tiger in ‘A Tiger in the Zoo’ and the tiger in ‘How to Tell Wild Animals’.
2022,3,2,2-2-3_English Language and Literature.pdf,Literature,11,Long Answer,11. Answer any one of the following two questions in 100 – 120 words : 6 (a) How did Anil bring about a change in Hari Singh ? (The Thief’s Story) OR (b) In what ways does Think-Tank misinterpret innocent nursery rhymes as threats to the Martians ? (The Book That Saved the Earth) 2/2/3
2023,1,3,2-3-1 English L & L.pdf,Reading Comprehension,1,Comprehension,"1. Read the passage given below : Sifting through the sands of time 1 untains, skeletons of marine animals, even tiny diamonds. Sand provides a mineral treasure- -changing processes. 2 Sand : as children we play on it and as adults we relax on it. It is something we complain about when it gets in our food, and praise we would discover an account of a geological past and a history of marine life that goes back thousands and, in some cases, millions of years. 3 Sand covers not just sea-shores, but also ocean beds, deserts and mountains. It is one of the most common substances on Earth. And it is a major element in man-made items too concrete is largely sand, while glass is made of little else. 4 What exactly is sand ? Well, it is larger than fine dust and smaller than shingle. Depending on its age and origin, a particular sand can consist of tiny pebbles or porous granules. Its grain may have the shape of stars or spirals, their edges jagged or smooth. They have come from the erosion of "
2023,1,3,2-3-1 English L & L.pdf,Reading Comprehension,2,Comprehension,"2. Read the passage given below : Extraction And Purification Of Drinking Water 1 Some consumers choose to purchase bottled drinking water, rather than relying on city tap water supplies. Bottled water has typically been extracted from underground sources. If water exists underground, but has no natural exit points, bottling companies may construct a water table well by drilling down to extract water from an unconfined aquifer. This is done when th known as a water table In some cases, as with a valley or gully on a mountain, the level of the spring can emerge. Bottling companies are permitted to extract this water from a hole drilled into the underground spring, but the composition of the water must be identical to that of the naturally surfacing variety nearby. 2 Artesian water is drawn from a confined aquifer, a deep underground cavity of porous rock that holds water and bears pressure from a confining layer above it. This water can be accessed if companies drill a vertical channel "
2023,1,3,2-3-1 English L & L.pdf,Writing and Grammar,3,Long Answer,"3. Attempt any one from (i) and (ii). (i) You are Sujata/Sudhir, Secretary of the Student Council, Nav Vihar Public School, Mumbai. You are planning an excursion to Jim Corbett National Park for students. Write a letter to the Director, Tourism Department, Jim Corbett National Park, enquiring about a package for 100 students which would include transportation, sightseeing, boarding and lodging for 4 nights. 5 (ii) School authorities and parents have realized the benefits of encouraging their children to play and participate in sports. The age-old myth that academics is the only foundation for a successful career has been replaced. Write a paragraph in not more than 120 words analyzing the given information : 5 Benefits of playing sports Percentage of different benefits For The Visually Impaired Candidates only (in lieu of Q. No. 3(ii)) : (ii) Digital/Virtual learning came to the rescue of teachers and students during lockdown. Moreover, it also heralded the transition from old to the n"
2023,1,3,2-3-1 English L & L.pdf,Writing and Grammar,4,Gap Fill,"4. The following paragraph has not been edited. There is one error in each line. Identify the error and write its correction against the correct blank number. Remember to underline the correction. The first one has been done for you. 3×1=3 Error Correction Discipline at public life ensures (e.g.) at in peace and harmony, who in turn (a) ________ ________ offer the required impetous (b) ________ ________ from the progress. (c) ________ ________"
2023,1,3,2-3-1 English L & L.pdf,Writing and Grammar,5,Gap Fill,5. Read the conversation below and complete the passage that follows : 2 1=2 Doctor : You must exercise daily to keep your heart fit. Patient : Is it enough if I go for a daily morning walk and do some breathing exercises ? The doctor advised the patient that he (a) _________ to keep his heart fit. The patient questioned whether it was enough if he (b) _________ and did some breathing exercises.
2023,1,3,2-3-1 English L & L.pdf,Literature,6,Short Answer,6. Answer any six questions in 30 40 words each : 6 2=12 (i) Grief is often seen as a measure of love. Justify your response to Buddhas sermon. (ii) How did the baker become synonymous with celebrations and occasions in Goa ? (Glimpses of India) (iii) she envisions. Give instances from the poem to justify. (iv) How would you describe Custard the Dragon ? (v) a companion to a child. Explain with reference to Richards mother. (The Making of a Scientist) (vi) How did the necklace change the life of Loisel ? (vii) Do you agree with the poet Walt Whitman perception of animal life. Justify. (Animals)
2023,1,3,2-3-1 English L & L.pdf,Literature,7,Long Answer,"7. Answer any two of the following in about 120 words each : 2 4=8 (i) a role- for village girls. Discuss. (ii) Valli was sensitive, but at the same time she was fearless and quite determined. Explain with reference to the text. (iii) Russian society emerges as an important character in the play, . Support your answer giving instances."
2023,1,3,2-3-1_English Language and Literature.pdf,Reading Comprehension,1,MCQ,"1. Read the following passage carefully : 10 (1) With the growing focus on sustainable living, the importance of kitchen gardens in urban regions has garnered greater acknowledgement. One significance of kitchen gardens in urban areas is their role in promoting food security. Rapid urbanization has led to increased distances between food production centres and urban settlements, resulting in longer food supply chains and a decrease in the freshness and nutritional value of food. (2) By having a kitchen garden, urban dwellers can grow their own fresh produce at home, making good use of empty tins, old utensils, and clay flower pots, ensuring a constant supply of nutritious food for themselves and their families. This activity not only saves money and time but can also provide a healthy, practical, and environmentally friendly hobby for the whole family. (3) Not only do kitchen gardens contribute to food security, but they also play a crucial role in environmental sustainability. Traditi"
2023,1,3,2-3-1_English Language and Literature.pdf,Reading Comprehension,2,MCQ,"2. Read the following passage carefully : 10 (1) Silk is a natural protein fibre, some forms of which can be woven into textiles. Silk has a long history in India. It is known as Resham in eastern and northern India, and Pattu in the southern parts of India. India is the second largest producer of silk in the world after China. (2) Silk is renowned for its luxurious qualities with a natural soft and smooth texture that feels comfortable on the skin. One of its unique qualities is to absorb and release moisture, regulating the body temperature, and keeping the wearer cool and dry. (3) Silk is one of the strongest natural fibres, but it loses up to 20% of its strength when wet. Its elasticity is moderate to poor: if elongated even a small amount, it remains stretched. It can be weakened if exposed to too much sunlight. It may also be attacked by insects, especially if left dirty. (4) The process of silk production is known as sericulture. Silk is produced by several insects; but, general"
2023,1,3,2-3-1_English Language and Literature.pdf,Writing and Grammar,3,MCQ,"3. Complete any ten of the following twelve tasks, as directed. 101=10 (i) Fill in the blank by using the correct form of the word in the brackets, for the given portion of a letter. 1 Please do not hesitate to contact me if there are any further questions or if I can be of __________ (assist) in any way. (ii) Read the given sentence from a travel blog. Identify the error and supply the correction in the sentence. Spend a night under the stars in a traditional camp, where you can experience the warmth of our hospitable and savour the delicious local cuisine. 1 Use the given format for your response. Error Correction (iii) Kriva and Manish had a conversation about the engagement of Kriva’s brother. Report Manish’s question. 1 How far is the engagement venue from your house ? (iv) Read the dialogue between Ankita and her mentor, Sharwari, about the cultural exchange programme. 1 Ankita : Are we going to get some time off for sightseeing ? Sharwari : Oh yes! All the students will get two"
2023,1,3,2-3-1_English Language and Literature.pdf,Writing and Grammar,4,Long Answer,"4. Attempt any one from (a) and (b) given below : 5 (a) You are Neha/Nehal Panjwani, residing at 8576, Sarita Apartments, Hanger Street. As a responsible citizen, you believe in promoting environmentally responsible practices. Write a letter to the Director, Alternate Energy Commission, in about 120 words, sharing your views about ‘Reducing the Carbon Footprint’ by encouraging the use of renewable energy sources, such as solar and wind power and to provide subsidies to families who want to avail the facility. OR (b) As Shobita/Shobhit Das, a responsible citizen, residing in 14-A, GVR Colony, Hoshiyarbad, you have noticed that a road crossing in your area does not have a traffic signal which leads to chaos and traffic jams during peak hours. It is also an accident-prone area. Despite writing numerous letters to the Traffic Commissioner, no action has yet been taken. Write a letter to the editor of a national daily, in about 120 words, to draw the attention of concerned authorities to ad"
2023,1,3,2-3-1_English Language and Literature.pdf,Writing and Grammar,5,Long Answer,"5. Attempt any one from (a) and (b) given below : 5 (a) The effects of technology on education have been profound and multifaceted; influencing both teaching and learning in various ways. The data below shows the rising enrolment in online courses over the years. Analyze the data and write an analytical paragraph, in about 120 words, about how technology has transformed teaching and learning by shifting from classrooms to digital devices. Discuss benefits such as access to information and challenges like digital divide. S. No. Year Total number of enrolments (in millions)"
2023,1,3,2-3-1_English Language and Literature.pdf,Writing and Grammar,1,General,1. 2017 26
2023,1,3,2-3-1_English Language and Literature.pdf,Writing and Grammar,2,General,2. 2018 43
2023,1,3,2-3-1_English Language and Literature.pdf,Writing and Grammar,3,General,3. 2019 59
2023,1,3,2-3-1_English Language and Literature.pdf,Writing and Grammar,4,General,4. 2020 76
2023,1,3,2-3-1_English Language and Literature.pdf,Writing and Grammar,5,General,5. 2021 143
2023,1,3,2-3-1_English Language and Literature.pdf,Writing and Grammar,6,Long Answer,6. 2022 189 OR (b) Read the given details about the pros and cons of artificial intelligence (AI). With the help of the given cues and your own ideas write an analytical paragraph in about 120 words on “AI – Benefits and Drawbacks”.  AI is possessed by machines  Impacted our lives in many ways  AI – Google maps  Knowledge at our fingertips  Cannot wholly replicate humans  Increase in cyber crime
2023,1,3,2-3-1_English Language and Literature.pdf,Literature,6,MCQ,"6. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) The moon was coming up in the east, behind me, and stars were shining in the clear sky above me. There wasn’t a cloud in the sky. I was happy to be alone high up above the sleeping countryside. I was flying my old Dakota aeroplane over France back to England. I was dreaming of my holiday and looking forward to being with my family. I looked at my watch: one thirty in the morning. (Two Stories About Flying) (i) What time of the day is the above extract set in ? 1 (A) dawn (B) afternoon (C) night (D) dusk (ii) State any one inference about the writer from the given context. 1 “I was looking forward to being with my family.” (iii) Fill in the blank with the correct word from the brackets. The use of the phrase ‘clear sky’ adds to a sense of ___________ (favourable/flavourful) weather conditions. 1 (iv) How does the serene atmosphere described by the narrator contribute to the mood and "
2023,1,3,2-3-1_English Language and Literature.pdf,Literature,7,MCQ,"7. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) The way a crow Shook down on me The dust of snow From a hemlock tree Has given my heart A change of mood (Dust of Snow) (i) Fill the blank to complete the sentence. 1 Shaking down of dust of snow gave the speaker a change of heart by ___________. (ii) How does the interaction between the natural elements (crow, snow, hemlock tree) contribute to the speaker’s emotional transformation in the poem ? Answer in about 40 words. 2 (iii) ‘Dust of Snow’ is referred to as : 1 (A) mist (B) dust of branches (C) snow residue (D) snowflakes (iv) The crow and the hemlock tree represent ___________. 1"
2023,1,3,2-3-1_English Language and Literature.pdf,Literature,1,General,1. sorrow 2. elation
2023,1,3,2-3-1_English Language and Literature.pdf,Literature,3,General,3. hope 4. anxiety
2023,1,3,2-3-1_English Language and Literature.pdf,Literature,5,MCQ,"5. enthusiasm (A) 1 only (B) 2, 3 and 5 (C) 4 only (D) 1, 4 and 5 OR (b) Don’t bite your nails, Amanda! Don’t hunch your shoulders, Amanda! Stop that slouching and sit up straight, Amanda! (There is a languid, emerald sea, where the sole inhabitant is me — a mermaid, drifting blissfully.) (Amanda) (i) How does the poet reinforce the contrast between what the narrator wants and what Amanda desires ? 2 (ii) What tone is conveyed through the repetition of Amanda’s name in the line ? 1 (A) loving (B) instructive (C) indifferent (D) playful (iii) How does the imagery of the emerald sea with the mermaid contrast with Amanda’s actions ? 1 (iv) Select the option that applies the same rhyme scheme as the lines of the given extract. 1 (A) Sitting by the pond Waving my wand Awaiting my dearest I looked above and beyond Awaiting my love A sudden sound, fluttered the dove The crackle stopped, as so did my heart (B) Sitting by the pond Holding tight to my bond I looked above and beyond Awaiting my l"
2023,1,3,2-3-1_English Language and Literature.pdf,Literature,8,General,8. Answer any four of the following five questions in 40 – 50 words each : 43=12 (i) The young seagull’s fear of flying and reluctance to leave his ledge contribute to the development of the theme of independence and courage in the story. Justify. (Two Stories about Flying) (ii) In what ways does the contrast between the tiger’s natural habitat and its confinement in a concrete cell enhance the poem’s exploration of captivity and its consequences for wild animals ? (A Tiger in the Zoo) (iii) The portrayal of the baker’s attire and role in the village emphasize the cultural and social significance of bread-making within the community. Elaborate. (Glimpses of India – A Baker from Goa) (iv) What happens to the house when the trees move out of it ? Comment. (The Trees) (v) How does Valli’s desire to ride the bus reflect her aspirations and challenges in context of her daily life ? (Madam Rides the Bus)
2023,1,3,2-3-1_English Language and Literature.pdf,Literature,9,General,"9. Answer any two of the following three questions in 40 – 50 words each : 23=6 (i) How do Anil’s initial reaction to Hari Singh’s cooking and his subsequent actions reflect Anil’s evolving relationship with Hari Singh ? (The Thief’s Story) (ii) The unexpected encounter with the voice in the doorway affects Horace’s burglary attempt. Elaborate. (A Question of Trust) (iii) The play, ‘The Book that Saved the Earth’, uses humour and misunderstandings between the Martians and Earthlings to explore the themes of perception and cultural differences. Comment."
2023,1,3,2-3-1_English Language and Literature.pdf,Literature,10,Long Answer,10. Answer any one of the following two questions in 100 – 120 words : 6 (a) Comment on the reactions and feelings of Lencho and Nelson Mandela when they faced challenges in their lives. (A Letter to God and Nelson Mandela : Long Walk to Freedom) OR (b) Discuss how the writers use language to create humour in the poem ‘The Tale of Custard the Dragon’ and the play ‘The Proposal’.
2023,1,3,2-3-1_English Language and Literature.pdf,Literature,11,Long Answer,"11. Answer any one of the following two questions in about 100 – 120 words : 6 (a) Discuss how Bholi evolves through the story. What are the qualities that contribute to her transformation from a timid girl to a confident young woman ? (Bholi) OR (b) Hari’s character evolves from being deceitful and opportunistic to remorseful and seeking redemption. In the light of the above information, describe how his decision to return the money signifies a moral awakening in him and a newfound appreciation for Anil’s kindness and mentorship. (The Thief’s Story)"
2023,2,3,2-3-2 English L & L.pdf,Reading Comprehension,1,Comprehension,"1. Read the passage given below : Sifting through the sands of time 1 untains, skeletons of marine animals, even tiny diamonds. Sand provides a mineral treasure- -changing processes. 2 Sand : as children we play on it and as adults we relax on it. It is something we complain about when it gets in our food, and praise we would discover an account of a geological past and a history of marine life that goes back thousands and, in some cases, millions of years. 3 Sand covers not just sea-shores, but also ocean beds, deserts and mountains. It is one of the most common substances on Earth. And it is a major element in man-made items too concrete is largely sand, while glass is made of little else. 4 What exactly is sand ? Well, it is larger than fine dust and smaller than shingle. Depending on its age and origin, a particular sand can consist of tiny pebbles or porous granules. Its grain may have the shape of stars or spirals, their edges jagged or smooth. They have come from the erosion of "
2023,2,3,2-3-2 English L & L.pdf,Reading Comprehension,2,Comprehension,"2. Read the passage given below : Extraction And Purification Of Drinking Water 1 Some consumers choose to purchase bottled drinking water, rather than relying on city tap water supplies. Bottled water has typically been extracted from underground sources. If water exists underground, but has no natural exit points, bottling companies may construct a water table well by drilling down to extract water from an unconfined aquifer. This is done when th known as a water table In some cases, as with a valley or gully on a mountain, the level of the spring can emerge. Bottling companies are permitted to extract this water from a hole drilled into the underground spring, but the composition of the water must be identical to that of the naturally surfacing variety nearby. 2 Artesian water is drawn from a confined aquifer, a deep underground cavity of porous rock that holds water and bears pressure from a confining layer above it. This water can be accessed if companies drill a vertical channel "
2023,2,3,2-3-2 English L & L.pdf,Writing and Grammar,3,Long Answer,"3. Attempt any one from (i) and (ii). (i) You are Ankita/Ankit, Computer In-charge of Maharani Public School, Bangalore. Blackboards are to be replaced by smart boards. You wish to place an order for fifteen smart boards and computer accessories. Write a letter of enquiry to Ensonic Computech, M.G. Road, Bangalore enquiring about prices, discounts and after sales service. 5 (ii) Study the bar graph given below, which shows the most important factors for achieving success, according to the younger and older generations : Write a paragraph in 120 words analysing factors for success as the ultimate goal. 5 Factors for Success For The Visually Impaired Candidates only (in lieu of Q. No. 3(ii)) : (ii) In an article on Education : Physical, Emotional and Mental Well-being, you came across the following statement. Write a paragraph to analyse the given statement. 5"
2023,2,3,2-3-2 English L & L.pdf,Writing and Grammar,4,Gap Fill,4. The following paragraph has not been edited. There is one error in each line. Identify the error and write its correction against the correct blank number. Remember to underline the correction. The first one has been done for you. 3×1=3 Error Correction She reminds us that it are (e.g.) are is important to visiting museums in (a) ________ ________ our country to experience a impact (b) ________ ________ that a work of art leaves in our senses. (c) ________ ________
2023,2,3,2-3-2 English L & L.pdf,Writing and Grammar,5,Gap Fill,5. Read the conversation below and complete the passage that follows : 2 1=2 Sanjay : I am surprised to see you here in London. When did you come ? Vijay : I came here yesterday. I have been offered a job here. Sanjay told Vijay that (a) _________ and asked when he had come. Vijay replied that he had come the previous day and added that (b) _________.
2023,2,3,2-3-2 English L & L.pdf,Literature,6,Short Answer,6. Answer any six questions in 30 40 words each : 6 2=12 (i) Grief is often seen as a measure of love. Justify your response to Buddhas sermon. (ii) How did the baker become synonymous with celebrations and occasions in Goa ? (Glimpses of India) (iii) she envisions. Give instances from the poem to justify. (iv) How would you describe Custard the Dragon ? (v) a companion to a child. Explain with reference to Richards mother. (The Making of a Scientist) (vi) How did the necklace change the life of Loisel ? (vii) Do you agree with the poet Wal life. Justify. (Animals)
2023,2,3,2-3-2 English L & L.pdf,Literature,7,Long Answer,"7. Answer any two of the following in about 120 words each : 2 4=8 (i) Describe how Olives Lutkins made a fool of the young driver. (The Hack Driver) (ii) Valli was sensitive, but at the same time she was fearless and quite determined. Explain with reference to the text. (iii) Russian society emerges as an important character in the play,"
2023,2,3,2-3-2_English Language and Literature.pdf,Reading Comprehension,1,MCQ,"1. Read the following passage carefully : 10 (1) With the growing focus on sustainable living, the importance of kitchen gardens in urban regions has garnered greater acknowledgement. One significance of kitchen gardens in urban areas is their role in promoting food security. Rapid urbanization has led to increased distances between food production centres and urban settlements, resulting in longer food supply chains and a decrease in the freshness and nutritional value of food. (2) By having a kitchen garden, urban dwellers can grow their own fresh produce at home, making good use of empty tins, old utensils, and clay flower pots, ensuring a constant supply of nutritious food for themselves and their families. This activity not only saves money and time but can also provide a healthy, practical, and environmentally friendly hobby for the whole family. (3) Not only do kitchen gardens contribute to food security, but they also play a crucial role in environmental sustainability. Traditi"
2023,2,3,2-3-2_English Language and Literature.pdf,Reading Comprehension,2,MCQ,"2. Read the following passage carefully : 10 (1) Silk is a natural protein fibre, some forms of which can be woven into textiles. Silk has a long history in India. It is known as Resham in eastern and northern India, and Pattu in the southern parts of India. India is the second largest producer of silk in the world after China. (2) Silk is renowned for its luxurious qualities with a natural soft and smooth texture that feels comfortable on the skin. One of its unique qualities is to absorb and release moisture, regulating the body temperature, and keeping the wearer cool and dry. (3) Silk is one of the strongest natural fibres, but it loses up to 20% of its strength when wet. Its elasticity is moderate to poor: if elongated even a small amount, it remains stretched. It can be weakened if exposed to too much sunlight. It may also be attacked by insects, especially if left dirty. (4) The process of silk production is known as sericulture. Silk is produced by several insects; but, general"
2023,2,3,2-3-2_English Language and Literature.pdf,Writing and Grammar,3,MCQ,"3. Complete any ten of the following twelve tasks, as directed. 101=10 (i) Fill in the blank by using the correct form of the word in the brackets, for the given portion of a letter. 1 Please do not hesitate to contact me if there are any further questions or if I can be of __________ (assist) in any way. (ii) Read the given sentence from a travel blog. Identify the error and supply the correction in the sentence. Spend a night under the stars in a traditional camp, where you can experience the warmth of our hospitable and savour the delicious local cuisine. 1 Use the given format for your response. Error Correction (iii) Kriva and Manish had a conversation about the engagement of Kriva’s brother. Report Manish’s question. 1 How far is the engagement venue from your house ? (iv) Read the dialogue between Ankita and her mentor, Sharwari, about the cultural exchange programme. 1 Ankita : Are we going to get some time off for sightseeing ? Sharwari : Oh yes! All the students will get two"
2023,2,3,2-3-2_English Language and Literature.pdf,Writing and Grammar,4,Long Answer,"4. Attempt any one from (a) and (b) given below : 5 (a) You are Richa Ramya/Romil Kamil, residing at 4345, Nector Apartments, Short Street. You have noticed loose electric wires hanging out of poles. As a concerned resident, you feel worried about the potential hazards these exposed wires pose, especially to children who frequent the garden. Write a letter to the President of the RWA of your society, in about 120 words, requesting an urgent intervention to address this issue. OR (b) As Karma Sood/Kalyan Sood, a responsible citizen and resident of 41B, Global Village, Jaknet Nagar, you have noticed that there are no proper pavements to walk on the sides of all the main roads in your city, which puts the lives of pedestrians at danger. It also causes air pollution when high speed vehicles run through the muddy path. Write a letter to the editor of a national daily in about 120 words to highlight the issue, and bring the attention of concerned authorities to take prompt action."
2023,2,3,2-3-2_English Language and Literature.pdf,Writing and Grammar,5,Long Answer,"5. Attempt any one from (a) and (b) given below : 5 (a) The effects of technology on education have been profound and multifaceted; influencing both teaching and learning in various ways. The data below shows the rising enrolment in online courses over the years. Analyze the data and write an analytical paragraph, in about 120 words, about how technology has transformed teaching and learning by shifting from classrooms to digital devices. Discuss benefits such as access to information and challenges like digital divide. S. No. Year Total number of enrolments (in millions)"
2023,2,3,2-3-2_English Language and Literature.pdf,Writing and Grammar,1,General,1. 2017 26
2023,2,3,2-3-2_English Language and Literature.pdf,Writing and Grammar,2,General,2. 2018 43
2023,2,3,2-3-2_English Language and Literature.pdf,Writing and Grammar,3,General,3. 2019 59
2023,2,3,2-3-2_English Language and Literature.pdf,Writing and Grammar,4,General,4. 2020 76
2023,2,3,2-3-2_English Language and Literature.pdf,Writing and Grammar,5,General,5. 2021 143
2023,2,3,2-3-2_English Language and Literature.pdf,Writing and Grammar,6,Long Answer,6. 2022 189 OR (b) Read the given details about the pros and cons of artificial intelligence (AI). With the help of the given cues and your own ideas write an analytical paragraph in about 120 words on “AI – Benefits and Drawbacks”.  AI is possessed by machines  Impacted our lives in many ways  AI – Google maps  Knowledge at our fingertips  Cannot wholly replicate humans  Increase in cyber crime
